"","lons","lats","max_detect","when_detect","max_detect_scaled","when_detect_scaled","cluster"
"639",358.5,37.5,0.164556962025316,1962,0.582278481012658,0.448,2
"640",359.5,37.5,0.164556962025316,1962,0.582278481012658,0.448,2
"646",285.5,38.5,0.253164556962025,1962,0.626582278481013,0.448,2
"647",286.5,38.5,0.291139240506329,1962,0.645569620253165,0.448,2
"648",287.5,38.5,0.177215189873418,1917,0.588607594936709,0.268,1
"649",288.5,38.5,0.20253164556962,1937,0.60126582278481,0.348,2
"650",289.5,38.5,0.20253164556962,1924,0.60126582278481,0.296,1
"651",290.5,38.5,0.164556962025316,1919,0.582278481012658,0.276,1
"652",291.5,38.5,0.113924050632911,1922,0.556962025316456,0.288,1
"653",292.5,38.5,0.0886075949367089,1995,0.544303797468354,0.58,2
"654",293.5,38.5,0.0632911392405063,1995,0.531645569620253,0.58,2
"655",294.5,38.5,-0.0632911392405063,1882,0.468354430379747,0.128,1
"656",295.5,38.5,0.0759493670886076,1995,0.537974683544304,0.58,2
"657",296.5,38.5,-0.0759493670886076,1869,0.462025316455696,0.076,1
"658",297.5,38.5,-0.0886075949367089,1869,0.455696202531646,0.076,1
"659",298.5,38.5,-0.10126582278481,1869,0.449367088607595,0.076,1
"660",299.5,38.5,-0.0886075949367089,1865,0.455696202531646,0.06,1
"661",300.5,38.5,-0.10126582278481,1867,0.449367088607595,0.068,1
"662",301.5,38.5,-0.113924050632911,1869,0.443037974683544,0.076,1
"663",302.5,38.5,-0.10126582278481,1869,0.449367088607595,0.076,1
"664",303.5,38.5,-0.10126582278481,1869,0.449367088607595,0.076,1
"665",304.5,38.5,-0.10126582278481,1869,0.449367088607595,0.076,1
"666",305.5,38.5,-0.10126582278481,1869,0.449367088607595,0.076,1
"667",306.5,38.5,-0.113924050632911,1869,0.443037974683544,0.076,1
"668",307.5,38.5,-0.126582278481013,1872,0.436708860759494,0.088,1
"669",308.5,38.5,-0.113924050632911,1875,0.443037974683544,0.1,1
"670",309.5,38.5,0.113924050632911,1944,0.556962025316456,0.376,2
"671",310.5,38.5,0.113924050632911,1944,0.556962025316456,0.376,2
"672",311.5,38.5,0.10126582278481,1944,0.550632911392405,0.376,2
"673",312.5,38.5,0.126582278481013,1996,0.563291139240506,0.584,2
"674",313.5,38.5,0.151898734177215,1944,0.575949367088608,0.376,2
"675",314.5,38.5,0.189873417721519,1996,0.59493670886076,0.584,2
"676",315.5,38.5,0.265822784810127,1995,0.632911392405063,0.58,2
"677",316.5,38.5,0.189873417721519,1995,0.59493670886076,0.58,2
"678",317.5,38.5,0.0886075949367089,1995,0.544303797468354,0.58,2
"679",318.5,38.5,0.0759493670886076,1995,0.537974683544304,0.58,2
"680",319.5,38.5,0.0759493670886076,1995,0.537974683544304,0.58,2
"681",320.5,38.5,0.0886075949367089,1995,0.544303797468354,0.58,2
"682",321.5,38.5,0.0506329113924051,1923,0.525316455696203,0.292,1
"683",322.5,38.5,0.0632911392405063,1995,0.531645569620253,0.58,2
"684",323.5,38.5,0.0759493670886076,1995,0.537974683544304,0.58,2
